vulnerability_type,code,processed_code,language,target
Clear,"#include <iostream>
#include <vector>
#include <stdexcept>

int safe_vector_access(const std::vector<int>& vec, size_t index) {
    if (index >= vec.size()) {
        throw std::out_of_range(""Index out of range"");
    }
    return vec[index];
}","#include <iostream>
#include <vector>
#include <stdexcept>

int safe_vector_access(const std::vector<int>& vec, size_t index) {
    if (index >= vec.size()) {
        throw std::out_of_range(""Index out of range"");
    }
    return vec[index];
}",cpp,0
Clear,"<?php
$file = basename($_GET['file']);
$allowed = ['page1.php', 'page2.php'];
if (in_array($file, $allowed)) {
    include($file);
}
?>","<?php
$file = basename($_GET['file']);
$allowed = ['page1.php', 'page2.php'];
if (in_array($file, $allowed)) {
    include($file);
}
?>",php,0
Clear,"import java.io.*;
import javax.servlet.*;
import javax.servlet.http.*;
import org.owasp.encoder.Encode;

public class SecureXSSDemo extends HttpServlet {
    protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
        String userInput = request.getParameter(""input"");
        
        PrintWriter out = response.getWriter();
        out.println(""<html>"");
        out.println(""<body>"");
        out.println(""<h1>User Input: "" + Encode.forHtml(userInput) + ""</h1>""); // Properly encode user input
        out.println(""</body>"");
        out.println(""</html>"");
    }
}","import java.io.*; import javax.servlet.*; import javax.servlet.http.*; import org.owasp.encoder.Encode; public class SecureXSSDemo extends HttpServlet { protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException { String userInput = request.getParameter(""input""); PrintWriter out = response.getWriter(); out.println(""<html>""); out.println(""<body>""); out.println(""<h1>User Input: "" + Encode.forHtml(userInput) + ""</h1>""); // Properly encode user input out.println(""</body>""); out.println(""</html>""); } }",java,0
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
SQL Injection,"app.get('/user/:id', (req, res) => {
    const query = `SELECT * FROM users WHERE id = ${req.params.id}`; // SQL Injection
    db.query(query, (err, result) => {
        res.json(result);
    });
});
","app.get('/user/:id', (req, res) => {
    const query = `SELECT * FROM users WHERE id = ${req.params.id}`; // SQL Injection
    db.query(query, (err, result) => {
        res.json(result);
    });
});
",javascript,1
Clear,"#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}","#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}",c,0
Hardcoded Secrets,"DATABASE_PASSWORD = ""my_super_secret_password_123""
def db_connect():
    import psycopg2
    return psycopg2.connect(f""dbname=test user=admin password={DATABASE_PASSWORD}"")","DATABASE_PASSWORD = ""my_super_secret_password_123""
def db_connect():
    import psycopg2
    return psycopg2.connect(f""dbname=test user=admin password={DATABASE_PASSWORD}"")",python,1
Clear,"import java.util.Scanner;

public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();

        int bufferSize = 10;
        char[] buffer = new char[bufferSize];

        // Copy user input into the buffer with boundary checking
        for (int i = 0; i < Math.min(userInput.length(), bufferSize); i++) {
            buffer[i] = userInput.charAt(i);
        }

        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}","import java.util.Scanner; public class SecureBufferExample { public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter a string: ""); String userInput = scanner.nextLine(); int bufferSize = 10; char[] buffer = new char[bufferSize]; // Copy user input into the buffer with boundary checking for (int i = 0; i < Math.min(userInput.length(), bufferSize); i++) { buffer[i] = userInput.charAt(i); } System.out.println(""Buffer contents: "" + new String(buffer)); } }",java,0
Clear,"#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}","#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}",c,0
Clear,"import subprocess
def safe_database_backup(db_name):
    result = subprocess.run(['pg_dump', db_name], capture_output=True, text=True)
    with open('backup.sql', 'w') as f:
        f.write(result.stdout)","import subprocess
def safe_database_backup(db_name):
    result = subprocess.run(['pg_dump', db_name], capture_output=True, text=True)
    with open('backup.sql', 'w') as f:
        f.write(result.stdout)",python,0
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Clear,"#include <iostream>
#include <vector>
#include <stdexcept>

int safe_vector_access(const std::vector<int>& vec, size_t index) {
    if (index >= vec.size()) {
        throw std::out_of_range(""Index out of range"");
    }
    return vec[index];
}","#include <iostream>
#include <vector>
#include <stdexcept>

int safe_vector_access(const std::vector<int>& vec, size_t index) {
    if (index >= vec.size()) {
        throw std::out_of_range(""Index out of range"");
    }
    return vec[index];
}",cpp,0
Cross-Site Scripting (XSS),"import java.io.IOException;
import javax.servlet.ServletException;
import javax.servlet.http.HttpServlet;
import javax.servlet.http.HttpServletRequest;
import javax.servlet.http.HttpServletResponse;

public class VulnerableServlet extends HttpServlet {

    @Override
    protected void doGet(HttpServletRequest request, HttpServletResponse response)
            throws ServletException, IOException {

        String userInput = request.getParameter(""input"");
        String output = ""<p>User input: "" + userInput + ""</p>"";

        response.setContentType(""text/html"");
        response.getWriter().write(output);
    }
}","import java.io.IOException; import javax.servlet.ServletException; import javax.servlet.http.HttpServlet; import javax.servlet.http.HttpServletRequest; import javax.servlet.http.HttpServletResponse; public class VulnerableServlet extends HttpServlet { @Override protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException { String userInput = request.getParameter(""input""); String output = ""<p>User input: "" + userInput + ""</p>""; response.setContentType(""text/html""); response.getWriter().write(output); } }",java,1
Command Injection,"<?php
$cmd = $_GET['cmd'];
system($cmd); // Command Injection
?>","<?php
$cmd = $_GET['cmd'];
system($cmd); // Command Injection
?>",php,1
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionVulnerable {

    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();

            Process process = Runtime.getRuntime().exec(command);

            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionVulnerable { public static void main(String[] args) { try { BufferedReader reader = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = reader.readLine(); Process process = Runtime.getRuntime().exec(command); BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = inputReader.readLine()) != null) { System.out.println(line); } } catch (IOException e) { e.printStackTrace(); } } }",java,1
